1511187678
1,1550345724,3
2,1550345742,3
3,1550345732,3
4,1550345737,3
5,1550345744,3
6,1550345749,3
7,1550345757,3
8,1550345763,3
9,1550345770,3
10,1550345778,3
11,1550345782,3
12,1550345732,3
13,1550345742,3
14,1550345750,3
15,1550345763,3
16,1550345779,3
17,1550345726,3
18,1550345733,3
19,1550345743,3
20,1550345749,3
21,1550345753,3
22,1550345757,3
23,1550345765,3
24,1550345770,3
25,1550345775,3
26,1550345781,3
27,1550345725,3
28,1550345739,3
29,1550345758,3
30,1550345725,3
31,1550345724,3
32,1550345744,3
33,1550345754,3
34,1550345760,3
35,1550345769,3
36,1550345774,3
37,1550345779,3
38,1550345726,3
39,1550345736,3
40,1550345756,3
41,1550345727,3
42,1550345773,3
43,1550345724,3
44,1550345736,3
45,1550345756,3
46,1550345778,3
47,1550345729,3
48,1550345770,3
49,1550345728,3
50,1550345754,3
51,1550345771,3
52,1550345725,3
53,1550345725,3
54,1550345736,3
55,1550345754,3
56,1550345725,3
57,1550345736,3
58,1550345735,3
59,1550345727,3
60,1550345747,3
61,1550345770,3
62,1550345724,3
63,1550345774,3
64,1550345727,3
65,1550345757,3
66,1550345764,3
67,1550345772,3
68,1550345777,3
69,1550345733,3
70,1550345761,3
71,1550345783,3
72,1550345724,3
73,1550345725,3
74,1550345736,3
75,1550345742,3
76,1550345751,3
77,1550345756,3
78,1550345761,3
79,1550345766,3
80,1550345770,3
81,1550345774,3
82,1550345782,3
83,1550345726,3
84,1550345738,3
85,1550345749,3
86,1550345760,3
87,1550345780,3
88,1550345726,3
89,1550345743,3
90,1550345757,3
91,1550345765,3
92,1550345774,3
93,1550345780,3
94,1550345725,3
95,1550345730,3
96,1550345740,3
97,1550345744,3
98,1550345756,3
99,1550345762,3
100,1550345774,3
101,1550345724,3
102,1550345746,3
103,1550345770,3
104,1550345783,3
105,1550345732,3
106,1550345748,3
107,1550345759,3
108,1550345764,3
109,1550345770,3
110,1550345727,3
111,1550345728,3
112,1550345748,3
113,1550345780,3
114,1550345739,3
115,1550345775,3
116,1550345738,3
117,1550345762,3
118,1550345749,3
119,1550345751,3
120,1550345778,3
121,1550345746,3
122,1550345768,3
123,1550345780,3
124,1550345755,3
125,1550345731,3
126,1550345743,3
127,1550345756,3
128,1550345761,3
129,1550345766,3
130,1550345770,3
131,1550345777,3
132,1550345768,3
133,1550345727,3
134,1550345734,3
135,1550345739,3
136,1550345744,3
137,1550345749,3
138,1550345757,3
139,1550345763,3
140,1550345769,3
141,1550345729,3
142,1550345783,3
143,1550345782,3
144,1550345729,3
145,1550345774,3
146,1550345777,3
147,1550345782,3
148,1550345782,3
149,1550345726,3
150,1550345729,3
151,1550345738,3
152,1550345742,3
153,1550345745,3
154,1550345748,3
155,1550345753,3
156,1550345758,3
157,1550345764,3
158,1550345769,3
159,1550345774,3
160,1550345782,3
161,1550345724,3
162,1550345733,3
163,1550345739,3
164,1550345743,3
165,1550345749,3
166,1550345754,3
167,1550345761,3
168,1550345767,3
169,1550345773,3
170,1550345777,3
171,1550345783,3
172,1550345742,3
173,1550345782,3
174,1550345783,3
175,1550345730,3
176,1550345735,3
177,1550345740,3
178,1550345745,3
179,1550345749,3
180,1550345753,3
181,1550345758,3
182,1550345764,3
183,1550345767,3
184,1550345774,3
185,1550345779,3
186,1550345782,3
187,1550345730,3
188,1550345756,3
189,1550345781,3
190,1550345726,3
191,1550345737,3
192,1550345748,3
193,1550345754,3
194,1550345762,3
195,1550345737,3
196,1550345726,3
197,1550345736,3
198,1550345741,3
199,1550345750,3
200,1550345758,3
201,1550345767,3
202,1550345777,3
203,1550345781,3
204,1550345725,3
205,1550345740,3
206,1550345751,3
207,1550345765,3
208,1550345775,3
209,1550345783,3
210,1550345739,3
211,1550345750,3
212,1550345763,3
213,1550345774,3
214,1550345783,3
215,1550345741,3
216,1550345769,3
217,1550345763,3
218,1550345724,3
219,1550345732,3
220,1550345740,3
221,1550345756,3
222,1550345776,3
223,1550345732,3
224,1550345770,3
225,1550345724,3
226,1550345746,3
227,1550345776,3
228,1550345725,3
229,1550345752,3
230,1550345728,3
231,1550345758,3
232,1550345774,3
233,1550345735,3
234,1550345758,3
235,1550345781,3
236,1550345783,3
237,1550345733,3
238,1550345747,3
239,1550345769,3
240,1550345724,3
241,1550345724,3
242,1550345745,3
243,1550345753,3
244,1550345761,3
245,1550345773,3
246,1550345780,3
247,1550345783,3
248,1550345728,3
249,1550345739,3
250,1550345752,3
251,1550345765,3
252,1550345726,3
253,1550345757,3
254,1550345783,3
255,1550345777,3
256,1550345724,3
257,1550345747,3
258,1550345751,3
259,1550345754,3
260,1550345757,3
261,1550345764,3
262,1550345775,3
263,1550345724,3
264,1550345724,3
265,1550345738,3
266,1550345743,3
267,1550345746,3
268,1550345752,3
269,1550345773,3
270,1550345783,3
271,1550345736,3
272,1550345749,3
273,1550345767,3
274,1550345726,3
275,1550345743,3
276,1550345754,3
277,1550345767,3
278,1550345781,3
279,1550345783,3
280,1550345735,3
281,1550345750,3
282,1550345760,3
283,1550345774,3
284,1550345782,3
285,1550345733,3
286,1550345742,3
287,1550345752,3
288,1550345766,3
289,1550345777,3
290,1550345725,3
291,1550345743,3
292,1550345757,3
293,1550345734,3
294,1550345783,3
295,1550345776,3
296,1550345782,3
297,1550345729,3
298,1550345775,3
299,1550345782,3
300,1550345753,3
301,1550345775,3
302,1550345728,3
303,1550345743,3
304,1550345757,3
305,1550345727,3
306,1550345735,3
307,1550345734,3
308,1550345753,3
309,1550345763,3
310,1550345767,3
311,1550345774,3
312,1550345779,3
313,1550345739,3
314,1550345783,3
315,1550345728,3
316,1550345735,3
317,1550345740,3
318,1550345746,3
319,1550345750,3
320,1550345756,3
321,1550345773,3
322,1550345779,3
323,1550345724,3
324,1550345735,3
325,1550345755,3
326,1550345773,3
327,1550345783,3
328,1550345782,3
329,1550345746,3
330,1550345782,3
331,1550345733,3
332,1550345748,3
333,1550345757,3
334,1550345763,3
335,1550345768,3
336,1550345775,3
337,1550345781,3
338,1550345782,3
339,1550345735,3
340,1550345746,3
341,1550345752,3
342,1550345765,3
343,1550345783,3
344,1550345782,3
345,1550345744,3
346,1550345755,3
347,1550345774,3
348,1550345783,3
349,1550345760,3
350,1550345734,3
351,1550345738,3
352,1550345761,3
353,1550345765,3
354,1550345770,3
355,1550345774,3
356,1550345780,3
357,1550345783,3
358,1550345727,3
359,1550345731,3
360,1550345735,3
361,1550345740,3
362,1550345748,3
363,1550345752,3
364,1550345757,3
365,1550345761,3
366,1550345770,3
367,1550345751,3
368,1550345728,3
369,1550345724,3
370,1550345731,3
371,1550345739,3
372,1550345744,3
373,1550345757,3
374,1550345770,3
375,1550345776,3
376,1550345782,3
377,1550345724,3
378,1550345743,3
379,1550345769,3
380,1550345725,3
381,1550345772,3
382,1550345725,3
383,1550345766,3
384,1550345724,3
385,1550345783,3
386,1550345747,3
387,1550345752,3
388,1550345755,3
389,1550345760,3
390,1550345766,3
391,1550345773,3
392,1550345724,3
393,1550387183,2
394,1550388683,1
395,1550388983,0
